ticker,S3a,S3b,S3c,S3d,S3_total,lm_positive_ratio,lm_negative_ratio,commitment_ratio,uncertainty_density,litigious_density,stakeholder_specificity,accountability_ratio,temporal_commitment,adversity_resilience,s3c_slope,s3c_years,p1_flag,base_score,S1,S1_rationale,S2,S2_rationale,S4,S4_rationale,S5,S5_rationale,confidence,llm_P1,llm_P1_reason,llm_P2,llm_P2_reason,llm_P4,llm_P4_reason,llm_P8,llm_P8_reason,llm_B1,llm_B1_reason,llm_B2,llm_B2_reason,llm_B3,llm_B3_reason,llm_B4,llm_B4_reason,P1_auto,P5,llm_penalties_total,llm_bonuses_total,adjusted_score,purpose_score
LNG,0.7,1.0,0.5,0.5,1.2,0.0081,0.0054,0.533,0.0075,0.005,0.1343,0.7326,0.5984,0.0092,6.1e-05,9,0,6.95,1.5,"Vision statement 'provide clean, secure, and affordable energy to the world' appears consistently in DEF 14A with named customer types (utilities, integrated energy companies, energy trading companies) in 10-K, but is generic and not deeply operationalized in 10-K business sections.",1.5,Purpose/vision language appears in DEF 14A from 2019 onward but is largely absent from early 10-K filings (2017-2018 focus on financial/risk matters); TRAINS core values appear consistently from 2019+ but vision was added reactively rather than being foundational.,1.5,"DEF 14A explicitly states ESG metrics (inclusive of safety) represent 30% of the annual performance scorecard for all Cheniere employees from 2022 onward, with a specific Scope 1 methane intensity target of 0.03% per tonne LNG by 2027 — an explicit non-financial metric in the bonus formula.",1.25,"Specific groups named (employees, local communities, HBCUs/HSIs, customers, suppliers, tribal communities, Coastal Bend Community Advisory Panel) with some measurable commitments ($5.8M community giving, 11,000 volunteer hours, $1M air quality investment), but most stakeholder commitments remain aspirational rather than tied to measurable targets.",,0.0,"No year-labeled mission statements provided in passages; passages show operational language (operational excellence, customer satisfaction, ESG commitment) that is consistent across 2022–2025 filings, not a material rewrite of core framing.",0.0,P1 not triggered; no evidence of mission rewrite during documented financial distress.,0.0,"No contradiction between stated purpose beneficiaries and documented material adverse actions; employee count increased from 1,551 (2022) to 1,605 (2023) and voluntary turnover remained low (5.1%–6.1%), and environmental compliance is actively managed (e.g., LDEQ formaldehyde compliance efforts) rather than violated.",0.0,"Purpose language (operational excellence, customer satisfaction, ESG commitment, human capital priorities, core values TRAINS) appears throughout MD&A and Risk Factors sections alongside business strategy, not confined to dedicated ESG sections alone.",0.0,No evidence of visible leadership change across the filing window (2017–2025) or continuity of purpose language across documented leadership periods.,0.0,"No documented financial or operational distress period identified in passages; 2022–2025 show growth (capacity expansion, increasing demand), not adversity requiring costly commitment maintenance.",0.0,"Accountability passages describe performance-based executive compensation, clawback policies, and shareholder voting on compensation, but no binding non-shareholder stakeholder governance mechanism (e.g., employee board representation, community veto rights, binding profit-sharing formulas) is documented.",0.0,No explicit invocation of purpose/mission/values language during documented periods of financial difficulty; 2025 LDEQ compliance matter and IRS tax credit uncertainty are reported factually without anchoring to purpose statements.,0.0,-0.5,0.0,0.0,6.45,0.4607
LNN,0.7,1.0,0.5,0.5,1.2,0.0054,0.0037,0.5929,0.0041,0.0022,0.1352,0.6092,0.5843,0.0227,2e-05,10,0,4.2,0.5,"10-K passages provided are only table-of-contents fragments with no mission/purpose statement; DEF 14A compensation philosophy mentions only 'maximize stockholder value' as the overall goal, indicating shareholder-primacy framing rather than a differentiated mission.",1.0,"Year-coverage analysis confirms NO mission/purpose/values sections in any year (2016-2025); DEF 14A sustainability/stakeholder language only emerges in fiscal 2019+ ('Foundation for Growth,' inaugural CSR report), indicating reactive adoption rather than foundational embedding.",0.5,"Compensation passages explicitly cite only financial metrics (operating margin, TSR, return on invested capital) and 'strategic goal performance objectives' tied to organizational health surveys — but no specific non-financial purpose metric (safety %, diversity target, customer outcome) is named in the bonus formula; board committee charters are standard audit/governance with no stakeholder mandate.",1.0,"DEF 14A names specific groups (employees, customers, channel partners, suppliers via Supplier Code of Conduct) and references 'all stakeholders' with employee pulse surveys benchmarked vs ~2,000 companies and first-quartile organizational health claims, but commitments around water conservation, DEI, and sustainability remain largely aspirational without measurable external targets, and 10-K passages provided contain no stakeholder content.",,0.0,No mission/purpose statement passages provided across years; only table of contents entries and compensation disclosure boilerplate present in dataset.,0.0,P1 not triggered; no mission rewrite evidence exists to assess coincidence with financial distress.,0.0,No purpose/beneficiary statements provided in passages; no material adverse actions against stakeholder groups documented in the table-of-contents and compensation boilerplate provided.,0.0,No purpose/mission/values language appears in any passages—neither in ESG sections nor main business sections; dataset contains only structural SEC filing elements and compensation policy boilerplate.,0.0,No mission/purpose statements present across filing years to establish institutional continuity or leadership change context.,0.0,No purpose commitments documented in passages; no costly decisions under adversity detectable from table-of-contents and boilerplate compensation disclosures.,0.0,"Compensation passages describe stockholder-aligned incentive alignment and discretionary Board focus on 'employee empowerment' language, not binding non-shareholder accountability mechanisms or legally enforceable stakeholder rights.",0.0,No purpose/mission language appears in adversity passages; financial periods shown in table-of-contents structure only without substantive disclosure of values invocation during stress.,0.0,-0.5,0.0,0.0,3.7,0.2643
LOB,0.35,1.0,0.5,0.5,0.85,0.0048,0.0058,0.4256,0.0117,0.0053,0.0864,0.5618,0.5006,0.0144,5.6e-05,9,0,5.85,2.0,"Mission 'to fuel the growth of small business across the country and be America's Small Business Bank' is specific about who is served (small businesses) and appears in both 10-K business sections and DEF 14A (e.g., 'we continue to focus on our mission to be America's small business bank'), but lacks differentiation on how beyond SBA lending.",1.5,"Mission/values language with 'America's Small Business Bank' framing and core values is absent from 2017-2020 10-K filings and only appears starting in 2021, indicating reactive adoption rather than foundational embedding, though it has remained stable since.",0.5,"No explicit non-financial purpose metrics in incentive formulas — compensation passages reference discretionary bonuses and RSUs based on Company/individual performance with financial measures (Book Value Per Share, TSR, Pre-Provision Net Revenue), and no board committee charter binds stakeholder mandates to purpose.",1.0,"Specific groups named (small business customers, employees, underrepresented backgrounds, shareholders) with programs like ERGs and DEI training, but commitments remain aspirational ('intends to continue to identify, monitor and measure') without quantified targets across 10-K and DEF 14A.",,0.0,"Mission statement 'fuel the growth of small business across the country and be America's Small Business Bank' remains materially unchanged from 2021–2025; minor wording adjustments (e.g., 'Diversity and Inclusion' to 'Human Capital and Workplace Initiatives') do not constitute substantial replacement of core framing.",0.0,P1 not triggered; P2 cannot trigger independently.,0.0,"No passages document material adverse actions against stated beneficiaries; employee headcount increased from 621 (2020) to 1,008 (2024), and diversity/inclusion programming expanded consistently, contradicting any claim of harm to employees.",0.0,"Purpose and mission language appear prominently in main business sections (Item 1 Business) and compensation/governance sections across filings, not confined to dedicated ESG/sustainability sections; purpose is integrated throughout 10-K.",0.5,"Mission language 'fuel the growth of small business across the country and be America's Small Business Bank' and core values framework appear unchanged across multiple filing years (2021–2025) with no evidence of leadership-driven rewrites, indicating institutional purpose predating or transcending individual leadership.",0.0,No passages document financial distress or operational stress requiring costly decisions; 2022 COVID-19 passage discusses risk exposure but does not show the company strengthened commitments despite documented adversity.,0.0,"Governance passages describe shareholder nomination rights and director qualification criteria; no binding mechanism grants non-shareholder stakeholders (employees, communities, borrowers) formal decision-making power or legally enforceable accountability.",0.0,"Adversity passages (COVID-19 risk discussion in 2022) do not invoke mission or purpose language as an anchor during stress; purpose language appears only in routine human capital and compensation sections, not in adversity discussion.",0.0,-0.5,0.0,0.5,5.85,0.4179
LOB-PA,0.35,1.0,0.5,0.5,0.85,0.0048,0.0058,0.4256,0.0117,0.0053,0.0864,0.5618,0.5006,0.0144,5.6e-05,9,0,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.85,0.0607
LODE,0.35,1.0,0.9,0.5,1.25,0.0071,0.0083,0.4788,0.0079,0.0067,0.0776,0.502,0.5114,0.0,0.00162,9,0,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.25,0.0893
LOW,0.7,1.0,0.9,0.5,1.6,0.0095,0.0039,0.569,0.0068,0.0028,0.1289,0.687,0.5161,0.0129,0.00037,9,0,5.85,1.5,"A mission statement appears in the 2019 10-K ('delivering the right home improvement products, with the best service and value, across every channel and community we serve') and the 2019 DEF 14A references 'mission and overall strategic plan,' but the language is generic-operational rather than differentiated, and is absent from most other 10-K filings.",1.0,"Mission/purpose language appears only in 2017 (vague reference to 'our purpose' under sustainability) and 2019 (operational mission), and is absent from 2018, 2020, 2021, 2022, 2023, 2024, and 2025 10-Ks, indicating noticeable drift and inconsistency rather than longitudinal embedding.",0.5,"Compensation passages reference only financial/strategic metrics (sales, operating income, ROIC, Pro sales growth, TSR) with no non-financial purpose metric named in incentive formulas; Sustainability Committee exists but no binding stakeholder mandate tied to compensation is documented.",1.25,"Specific groups are named (frontline associates, Pro customers, DIY customers, suppliers, communities) with some measurable commitments ($4B+ incremental wages since 2018, net-zero by 2050, scope 1/2 42% and scope 3 25% reduction by 2030), but these appear primarily in DEF 14A and are largely absent from 10-K body, with most stakeholder language remaining aspirational.",,-1.0,"Mission statement materially rewritten between 2017 and 2019: 2017 passage focuses on sustainability/carbon footprint/environmental practices, while 2019 passage completely reframes mission as 'delivering right home improvement products with best service and value' centered on four operational pillars (merchandising, supply chain, efficiency, customer engagement) with no mention of environmental purpose.",0.0,"P1 triggered but no documented financial distress or restructuring coinciding with the 2017-2019 rewrite period in provided passages; 2022 passage shows strong liquidity ($1.1B cash, $4.0B credit facility) with no evidence of cost cuts or layoffs.",0.0,"Passages do not document material adverse actions against any stakeholder group identified in mission/purpose statements; risk language addresses potential reputational damage from criticisms but does not substantiate documented labor, environmental, or community harm.",0.0,"Purpose language in 2019 passage appears in main business/strategy section (Item 1, describing core mission and four strategic pillars) not isolated to a separate ESG section, and 2017 sustainability content, while focused on environmental topics, is presented as part of purpose narrative rather than siloed.",0.0,No evidence of mission language remaining unchanged across multiple leadership periods; the material rewrite from 2017 to 2019 demonstrates institutional mission instability rather than continuity across leadership.,0.0,"Passages show no documented costly commitment to original purpose (environmental/sustainability) during financial stress; instead, purpose was abandoned/rewritten, and financial passages show maintenance of liquidity and shareholder returns rather than reinforced stakeholder investment.",0.0,"Governance passages describe standard director nomination, evaluation, and related-person transaction approval processes; no binding mechanisms grant non-shareholder stakeholders (employees, communities, suppliers) formal decision-making authority or profit-sharing.",0.0,No adversity passages invoke purpose/mission language as an anchor during financial or operational difficulty; 2022-2023 passages show financial management but contain no explicit purpose rhetoric tied to maintaining commitments through challenge.,0.0,-0.5,-1.0,0.0,4.35,0.3107
LPG,0.35,1.0,0.5,0.5,0.85,0.0048,0.007,0.3597,0.011,0.006,0.0534,0.3368,0.4148,0.0158,-0.000288,11,0,3.6,0.5,"No explicit mission statement appears in any provided passage; filings contain only boilerplate CEO certifications, stock performance graphs, tax disclosures, and governance procedures with no language naming who is served or how the company differentiates its purpose.",0.0,"The year coverage analysis confirms zero mission/purpose/values sections across all filing years 2015-2025, and the provided passages from 2017 through 2025 contain only regulatory certifications and financial disclosures with no purpose language to track for consistency or drift.",1.0,"Strategy/Capital Allocation Passage 2 (2025 annual report) explicitly names a formula with 25% of annual cash bonus tied to 'achievement of safety metrics relative to industry benchmarks,' constituting one binding non-financial metric in the incentive structure, though the AER-linked debt margin adjustment (up to 10 basis points) in the 2015 AR/2022/2023 facilities also represents a sustainability-linked capital allocation mechanism.",1.25,"Proxy Board/Committee passages name seafarers (Neptune Declaration signatory for crew wellbeing), lenders (Poseidon Principles carbon data), and environmental stakeholders (Maersk McKinney Møller Center partnership, IMO EEXI/CII compliance), with specific named commitments, but employee and community commitments in annual report human capital sections remain aspirational ('committed to investing in their success') without measurable targets.",,0.0,"No mission/purpose statement passages were provided; only boilerplate business, tax, and risk factor language appears across years with no substantive mission rewrite evident.",0.0,P1 not triggered; cannot assess mission rewrite during distress without evidence of material mission change.,0.0,"No stated purpose beneficiaries identified in passages; adversity passages discuss operational challenges (crew costs, fuel prices) without contradiction to a documented purpose statement.",0.0,"Purpose/ESG language appears in dedicated 'Our Environmental, Social and Governance Efforts' sections and governance passages; insufficient evidence that purpose language is absent from main 10-K business sections (no comparative passages provided from main business narrative).",0.0,John C. Hadjipateras appears as CEO/President/Chairman consistently across 2017–2025 filings; no evidence of leadership change or institutional continuity beyond one individual.,0.0,"Passages document ESG initiatives (ECO vessels, scrubbers, Getting to Zero Coalition membership) but no evidence that these costly commitments were maintained or strengthened *during* a documented period of financial distress or revenue decline.",0.0,"Governance passages describe oversight by Board and Nominating & Corporate Governance Committee, but no binding stakeholder accountability mechanism (profit-sharing, employee board seats, community veto rights) is documented.",0.0,"Adversity passages (crew cost pressures, fuel price volatility, ESG compliance costs) do not cite purpose/mission language as an anchor or response; ESG language appears separately in governance sections, not invoked during adversity passages.",0.0,-0.5,0.0,0.0,3.1,0.2214
LPX,0.7,1.0,0.9,0.5,1.6,0.0071,0.0049,0.5685,0.0078,0.0035,0.1155,0.6287,0.5274,0.0045,0.000288,9,0,6.35,1.5,"10-K describes LP as 'leading provider of high-performance building solutions' serving builders, remodelers, and homeowners — generic industry positioning rather than differentiated mission; 'Building a Better World' purpose appears in DEF 14A sustainability sections but not in 10-K business operational language.",1.5,"Business descriptions are stable across 2017-2025 but the 'Building a Better World' purpose framing only appears starting in 2021 filings (with 'sustainability' added to the leader descriptor in 2023+), indicating reactive adoption rather than foundational embedding; earlier 2017-2020 filings lack purpose language.",0.5,"Annual Incentive Plan and PSU metrics are explicitly financial (corporate financial performance, business unit financial performance, Cumulative Company Cash Flow, TSR modifier) with no non-financial purpose metrics named in compensation formulas; Governance Committee oversees sustainability but no binding stakeholder mandate tied to incentives.",1.25,"Specific groups named (employees, customers, communities, suppliers, builders, remodelers, homeowners) with programs like SIF Prevention, DEI Pledge for Action, SFI/PEFC 100% certified wood sourcing, but most commitments remain aspirational without measurable targets in SEC filings; stakeholder language is concentrated in DEF 14A sustainability sections and largely absent from 10-K.",,0.0,"No dedicated mission/purpose statements are present in the provided passages; only table of contents and business overviews varying slightly in descriptor terms (e.g., 'sustainable, quality engineered wood building materials' in 2018 vs. 'high-performance building solutions' in 2020-2022), which represents natural evolution rather than material rewrite.",0.0,P1 not triggered; cannot assess P2.,0.0,"No passages explicitly state stakeholder beneficiaries in a purpose statement, and no documented material adverse actions (mass layoffs, environmental violations, community harm) are described in the provided excerpts.",0.0,"Purpose and sustainability language (e.g., 'sustainable,' 'high-performance building solutions,' 'ESG efforts') appears integrated throughout business overview sections and MD&A, not isolated solely to dedicated ESG sections.",0.0,No explicit leadership changes or their dates are evident in the provided passages; the business descriptor language shows continuity across years but without visible evidence of leadership succession to support institutional predation claim.,0.0,"While 2019-2020 passages show financial stress (18% sales decrease, net loss in 2019), no specific costly decision maintaining purpose commitments (e.g., preserved employee programs or community investment despite revenue decline) is documented in the provided excerpts.",0.0,"Governance passages describe an ESG Executive Council and Task Force with cross-functional representation and Governance Committee oversight, but these are discretionary advisory bodies without binding non-shareholder stakeholder accountability mechanisms such as profit-sharing formulas or board representation rights.",0.0,"Adversity passages (2019-2020 financial decline) contain no explicit invocation of purpose, mission, or values language as an anchor during the stress period.",0.0,-0.5,0.0,0.0,5.85,0.4179
LRN,0.7,1.0,0.1,0.5,0.7999999999999999,0.0074,0.006,0.5144,0.0065,0.0059,0.1628,0.543,0.5401,0.0214,-0.000295,10,1,8.55,2.5,"Mission is specific—'maximize a child's potential by providing access to an engaging and effective education, regardless of geographic location or socio-economic background'—names beneficiaries (children, families, schools) and method (technology-based curriculum), present in 10-K body across years; less explicit operational mission language in DEF 14A bodies, mostly referenced via Academic Committee charter and 'educational mission'.",2.5,"Mission language is present and consistent from earliest 2016 filings through 2024, with stable wording about maximizing child potential and the Academic Committee/EAC governance structure recurring annually, showing genuine longitudinal embedding rather than reactive adoption, though slight generalization in later years.",1.5,"Board-level Academic Committee with binding charter to 'ensure continuous improvement in academic outcomes for the public and private schools served' constitutes an explicit stakeholder-mandate governance mechanism; additionally 2016 LTIP historically tied PSU vesting to 'improvements in academic and student retention measures' (non-financial purpose metric), though later years shifted to revenue/EBITDA only.",1.25,"Specific stakeholder groups named (students, families, teachers, school districts, charter school boards) with operational programs (Strong Start, FAST, Family Academic Support Teams, Social-Emotional Learning), but commitments are largely aspirational; workforce diversity disclosures include measurable percentages (e.g., 55% minority board, 83% women employees), though stakeholder integration in DEF 14A defaults to stockholder primacy.",,0.0,"Mission language shows consistent core framing across 2016-2024 (maximizing child potential, student outcomes, curriculum investment) with only minor operational details added; no substantive replacement of core purpose.",0.0,P1 not triggered; penalty cannot apply.,0.0,"Passages show commitment to students and families as beneficiaries, with no documented material adverse actions (layoffs, violations, community harm) explicitly contradicting this commitment in the same filing window.",0.0,"Mission and purpose language appear throughout the 10-K business strategy sections (2016-2024 passages embed mission in MD&A and competitive strategy discussions), not clustered solely in ESG/sustainability sections.",0.5,"Mission language remains essentially unchanged from 2016 through 2024 across multiple CEO transitions (Udell 2016, subsequent leadership), demonstrating institutional purpose predating and outlasting individual leadership.",0.0,"Passages provided do not document financial distress or operational stress (e.g., no revenue decline, cost cuts, or restructuring explicitly mentioned in adversity sections), so no costly decision maintaining purpose during adversity can be confirmed.",0.0,"Governance passages reference advisory bodies (Academic Committee, Educational Advisory Committee) but contain no evidence of legally binding or formally constituted non-shareholder stakeholder mechanisms with decision-influencing power.",0.0,"Adversity passages provided focus on values/diversity metrics and competition rather than documented financial difficulty, so no clear invocation of purpose language during explicitly stated periods of financial stress.",0.0,0.0,0.0,0.5,9.05,0.6464
LTC,0.35,1.0,0.1,0.5,0.4499999999999999,0.0055,0.0078,0.4082,0.0083,0.0046,0.1075,0.4465,0.5129,0.0177,-0.000381,9,1,3.1999999999999997,1.0,"10-K describes LTC as a REIT whose 'primary objectives are to create, sustain and enhance stockholder equity value and provide current income for distribution to stockholders' — purely financial framing with no differentiated mission about who is served and how, though business descriptions reference seniors housing operators.",1.0,"No mission/purpose sections appear in any year (2017-2025); 10-K Item 1 language remains stable but generic and operational, with ESG/corporate responsibility language only emerging in DEF 14A from 2019-2021 onwards, indicating reactive adoption rather than foundational consistency.",0.0,"Compensation is explicitly tied to Adjusted FAD (financial metric) and TSR; bonus formula uses 50% Adjusted FAD and 50% subjective assessment with no non-financial purpose metric named, and no binding stakeholder mandate in committee charters.",0.75,"DEF 14A names operators, tenants, residents, employees, and communities with some specifics (e.g., 57% women workforce, 9.3% turnover, $33,000 charitable donations, Toys for Tots) but commitments are largely aspirational ESG highlights; 10-K is shareholder/stockholder-focused with no parallel stakeholder commitments.",,0.0,No year-labeled mission or purpose statements are present in the passages; only business descriptions and risk disclosures appear across filings without evidence of substantial rewriting of a core mission statement.,0.0,"P1 was not triggered, so P2 cannot be triggered; additionally, no mission rewrite during financial distress is evident.",0.0,No explicit stakeholder beneficiary purpose statement is present in the passages to contradict; passages describe financial risks to operators and borrowers but do not claim beneficiary status for these groups in a stated mission.,0.0,No dedicated ESG/sustainability sections appear in the provided passages; purpose/mission language is entirely absent from both main business sections and any separate ESG context.,0.0,"No mission or purpose statement is documented in the passages across any leadership period, so institutional continuity of purpose language cannot be demonstrated.",0.0,No documented purpose commitment or costly decision to maintain purpose during adversity appears in the passages; only financial risk disclosures are present without operational actions tied to a stated mission.,0.0,"Governance passages describe discretionary board compensation committees and advisory shareholder votes, but no non-advisory, formally binding stakeholder accountability mechanism exists for non-shareholder groups.",0.0,"Adversity passages address financial risks and operational challenges but do not cite any explicit purpose, mission, or values language as an anchor during periods of stress.",0.0,-0.5,0.0,0.0,2.6999999999999997,0.1929
LTM,0.35,1.0,0.1,0.25,0.4499999999999999,0.0069,0.0191,0.4177,0.0143,0.0113,0.1164,0.4113,0.5185,0.0445,-0.000949,9,1,6.35,2.2,"The 2024 filing (Passage 1, Annual Report) provides a distinct three-layer articulation — purpose ('elevate every journey, always'), mission (connect Latin America with itself and the world through passenger and cargo transport, with safety and care, balancing economic growth, efficiency, environment, and social well-being), and vision — naming specific stakeholder groups (customers, employees, key stakeholders) and geographic scope, though the mission statement is present only in the annual report body and not operationally restated in the governance/proxy passages provided.",1.8,"Mission language appears in the earliest filing provided (2017: 'connect people safely, with operational excellence and a personal touch'), is present across all years through 2024, but undergoes noticeable wording shifts — the 2017-2018 formulation focused on 'one of the most admired airline groups,' the 2023 version added network/cargo framing, and the 2024 filing introduced a new overarching purpose statement ('elevate every journey, always') layered above the mission, indicating meaningful evolution rather than stability, consistent with the slight negative decay slope (-0.0009).",0.5,"The filings reference a Strategy & Sustainability Committee (from 2019 onward) and a Leadership Committee covering compensation philosophy, and mention safety and injury-rate tracking in occupational management, but no passage explicitly names a non-financial metric (e.g., employee satisfaction %, safety rate, diversity %) as a named component in an executive bonus or incentive formula — purpose and ESG language remains aspirational without a documented binding compensation mechanism.",1.4,"Multiple specific stakeholder groups are named across filings — customers (passenger experience, digital channels, loyalty program), employees (workforce safety, occupational health, diversity and inclusion, equitable pay), suppliers (Code of Conduct procurement criteria, sustainability requirements), communities (COVID vaccine transport, tourism promotion, environmental impact), and cargo clients — but commitments are largely aspirational or process-based (e.g., 'committed to being the preferred choice,' 'promote worker well-being') with only the injury-rate decline and PCI certification in 23 markets representing measurable outcomes, falling short of systematic quantified stakeholder targets.",,0.0,No year-labeled mission passages provided to demonstrate substantial replacement of core framing.,0.0,P1 not triggered; cannot assess rewrite during financial distress without evidence of mission rewrite.,0.0,No passages provided showing stated purpose beneficiaries contradicted by documented material adverse actions.,0.0,No ESG/sustainability passages or main 10-K business sections provided to assess clustering of purpose language.,0.0,No year-labeled mission passages across multiple filing periods provided to demonstrate unchanged purpose language through leadership transitions.,0.0,No adversity passages provided showing documented costly decisions maintaining or strengthening purpose commitments during financial stress.,0.0,No accountability or governance passages provided describing formally binding non-shareholder stakeholder influence mechanisms.,0.0,No adversity passages provided showing explicit invocation of purpose/mission language during periods of financial difficulty.,0.0,-0.5,0.0,0.0,5.85,0.4179
LUMN,0.35,1.0,0.9,0.5,1.25,0.008,0.0085,0.4683,0.0086,0.0051,0.1592,0.6369,0.5185,0.0212,0.000515,9,0,5.5,1.5,"Purpose statements appear in both 10-K ('unleash the world's digital potential', 'further human progress through technology') and DEF 14A ('ignite business growth by connecting people, data, and applications'), but the purpose language is generic, shifts repeatedly, and lacks differentiated specificity about who is served and how.",1.0,"Purpose language is absent from 2017-2020 10-Ks (CenturyLink era described in purely operational/financial terms), only appears starting 2021 with the Lumen rebrand, and then drifts across four different purpose statements ('further human progress' → '4IR' → 'maximize digital potential' → 'unleash digital potential' → 'ignite business growth'), indicating reactive adoption with notable wording instability.",0.5,"Passage 12 mentions customer experience is 'one of the performance metrics used to determine the amount of our short-term incentive award payouts,' but this is vague and not quantified; otherwise compensation is tied to financial metrics (Adjusted EBITDA, Revenue, TSR) and no binding non-financial purpose metric, capital allocation linkage, or board mandate is documented.",1.25,"Multiple specific groups named (employees, customers, communities, investors, suppliers, partners, union workers ~21% of workforce) with some measurable commitments (science-based GHG targets of 18% Scope 1&2 / 10% Scope 3 reductions by 2025, pay equity reviews, 320,085 MWh renewable energy), but most stakeholder commitments remain aspirational rather than measurable obligations.",,-1.0,"Mission statement was materially rewritten across years: 2021 stated 'further human progress through technology,' 2023 shifted to 'further human progress through technology' then to 'mission and identity' framing, 2024 changed to 'maximize the world's digital potential,' and 2025 changed again to 'unleash the world's digital potential'—representing substantial core reframing of purpose language.",-1.25,"P1 triggered and mission rewrites coincided with documented financial distress: 2023-2024 filings show $10.693 billion goodwill impairment in 2023, EMEA business sale in Q4 2023, and 'reduction of $147 million in employee-related expense from lower headcount' following divestitures, occurring in same periods as material mission language shifts.",0.0,"No passages explicitly state employees or communities as primary purpose beneficiaries and then document material adverse action against them; union representation remains stable at ~20-21% throughout, and health/wellness commitments are stated without contradictory evidence of documented violations in same filing window.",-0.5,"Purpose/mission language appears exclusively within dedicated ESG, Health & Wellness, and Sustainability/Governance sections and is largely absent from the main 10-K business operations and strategy sections (Item 1 Business for 2019 and later years), indicating sustainability clustering rather than integrated purpose throughout corporate narrative.",0.0,"No evidence of purpose continuity across multiple leadership periods—mission language itself changed materially across 2021-2025, and governance passages show CEO succession in November 2022 and director appointments in 2023-2024, but no stable unchanged purpose language predating or surviving these transitions.",0.0,"Passages show cost reduction and headcount cuts during financial stress (goodwill impairment, divestitures, employee expense reduction) but do not document maintained or strengthened purpose-driven employee programs or community investment during adversity—only language about 'thriving' employees without costly documented commitments.",0.0,"Governance passages describe Board oversight committees, ESG materiality assessments, and stakeholder input into strategy, but no passages show a legally binding or formally constituted non-advisory mechanism through which non-shareholder stakeholders can influence decisions—all mechanisms are discretionary Board-controlled processes.",0.0,"Adversity passages (goodwill impairment, divestitures, headcount reductions) do not invoke purpose, mission, or values language as an anchor or reference—financial distress is discussed in purely operational and financial terms without explicit invocation of corporate purpose.",0.0,0.0,-2.75,0.0,2.75,0.1964
LUV,0.7,1.0,0.5,0.5,1.2,0.0072,0.0054,0.5222,0.006,0.0039,0.1141,0.5239,0.5238,0.017,9.9e-05,9,0,6.7,1.5,"DEF 14A explicitly states Purpose ('Connect People to what's important in their lives through friendly, reliable, and low-cost air travel') with values framework, but no comparable purpose statement appears in the 10-K Business sections provided, limiting cross-filing presence.",1.0,"Purpose/values language ('Southwest Way', 'Connect People') appears in 2024 proxy but is absent from early 10-K filings (2017-2020) which contain only standard TOC and financial content, indicating reactive rather than foundational embedding.",1.5,"DEF 14A explicitly names non-financial Scorecard metrics in the short-term incentive formula including on-time performance (flights arriving <15 min late), Customer NPS (promoters minus detractors), employee voluntary turnover rate, DEI advancement targets, and SAF/fuel efficiency goals tied to STI payouts.",1.5,"Multiple specific groups consistently named (Shareholders, Employees, Customers) in Corporate Governance Guidelines and Scorecard metrics, with measurable commitments like DEI diversity targets, 680M gallons SAF purchase agreement, 2.8% fuel efficiency improvement, and specific NPS/on-time/turnover metrics, though commitments are stronger in proxy than in 10-K.",,0.0,Passages provided are table of contents and index pages only; no mission or purpose statements are present to compare across years.,0.0,P1 not triggered; cannot assess mission rewrite during distress without baseline mission language.,0.0,No mission/purpose beneficiary statements are present in the passages to contradict against documented adverse actions.,0.0,Passages do not contain dedicated ESG/sustainability sections; all material is standard 10-K table of contents and financial MD&A without purpose language clustering.,0.0,No mission or purpose language appears in any passage to assess continuity across leadership periods.,0.0,"While adversity is documented (COVID-19, Winter Storm Elliott, operational losses), no purpose language or costly commitment to beneficiaries during hardship is present in passages.",0.0,Governance passages describe Board composition and diversity goals but contain no binding stakeholder accountability mechanism or non-shareholder decision-making rights.,0.0,"Adversity passages (financial losses 2020–2022, operational disruptions) do not invoke mission, purpose, or values language as anchors during stress.",0.0,-0.5,0.0,0.0,6.2,0.4429
